cuecompania	cuedivision	cuecodigo	cuecodilimiinfe	cuecodilimisupe	cuenivecuenmayo	cuenombre	cuetipo	cuenaturaleza	cuepresupuestable	cuecodialtepres	cuetipocodialte	cueestadistica	cuediferenciable	cuemonetaria	cuemanemoneextr	cuecaptmone	cueajustable	cuemanecant	cuemaneconctrib	cuemanetranefec	cueelemento1	cueelemento2	cueelemento3	cueelemento4	cueelemento5	cuecontelem1	cuecontelem2	cuecontelem3	cuecontelem4	cuecontelem5	cueclasificacio	cuebaseivaretefte	cuetolivaretefte	cuecomentario	eobcodigo	eobnombre	eobfecha	eobjustificacion	eobusuario	cuetipoivaretefte	cueporcivaretefte	cuemaneproy	cuetipoplan	cueflujoefec	cuecodiflujoefec	cueimptodifer	cueuuidcontadic	ecacodigo	ecadescripcion
01	01	15920505	15920505	15920505	4	DEPREC.CONSTRUCC.Y EDIFICACIONES PROPIAS	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a las construcciones y
edificaciones propias, sobre la base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15920510	15920510	15920510	4	DEPREC. CONSTRUC. Y EDIFIC. RECIB.DONAC.	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a las construcciones y
edificaciones recibidas en donación, sobre la base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	159210	159210	1592109999999999	4	DEPRECIAC. MAQUINARIA Y EQUIPO			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	IMPORTA	AC	ACTIVO	03/04/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	15921005	15921005	15921005	4	DEPREC. MAQUINARIA Y EQUIPO PROPIOS	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a la maquinaria y equipos
propios, sobre la base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15921010	15921010	15921010	4	DEPRECIAC MAQUINARIA Y EQUIPO REC.DONAC	AN	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a la maquinaria y equipos
recibidos en donación, sobre la base del costo ajustado por inflación."	AC	ACTIVO	25/09/2012 00:00:00		LGAVIRIA		0	N	1	N		N			
01	01	159215	159215	159215	3	DEPREC. EQUIPO DE OFICINA	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad al equipo de oficina, sobre la
base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	159220	159220	159220	3	DEPREC. EQ. DE COMPUTACION Y COMUNICACIONES	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad al equipo de computación y
comunicaciones, sobre la base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	159235	159235	159235	3	DEPREC. FLOTA Y EQUIPO DE TRANSPORTE	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a la flota y equipo de
transporte, sobre la base del costo ajustado por inflación."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	159240	159240	159240	3	DEPREC. FLOTA Y EQUIPO FLUVIAL	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al valor de la depreciación calculada por la Universidad a la flota y equipo fluvial,
sobre la base del costo ajustado por inflación."	SU	Suspendido	26/09/2016 00:00:00		PMUNOZAR		0	N	1	N		N			
01	01	159299	159299	1592999999999999	4	AJUSTES POR INFLACION DEPRECIACION ACUMU			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	IMPORTA	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	15929905	15929905	15929905	4	AxI DEPREC. CONSTRUCCIONES Y EDIFICACION	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al saldo de la aplicación de los efectos de la inflación (utilidad o pérdida) en la cuenta,
los cuales se aplicaron hasta diciembre de 2006."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15929910	15929910	15929910	4	AxI DEPREC. MAQUINARIA Y EQUIPO	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al saldo de la aplicación de los efectos de la inflación (utilidad o pérdida) en la cuenta,
los cuales se aplicaron hasta diciembre de 2006."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15929915	15929915	15929915	4	AxI DEPREC. EQUIPO DE OFICINA	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al saldo de la aplicación de los efectos de la inflación (utilidad o pérdida) en la cuenta,
los cuales se aplicaron hasta diciembre de 2006."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15929920	15929920	15929920	4	AxI DEPREC. EQ. COMPUTACION Y COMUNICACI	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde al saldo de la aplicación de los efectos de la inflación (utilidad o pérdida) en la cuenta,
los cuales se aplicaron hasta diciembre de 2006."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15929925	15929925	15929925	4	AxI DEPREC. FLOTA Y EQUIPO DE TRANSPORTE	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde a la contabilización de los efectos de la inflación (utilidad o pérdida) en la cuenta
depreciación acumulada flota y equipo de transporte."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	15929930	15929930	15929930	4	AxI DEPREC. FLOTA Y EQUIPO FLUVIAL	AC	DB	N	0		N	N	N	N		S	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N	1	"Corresponde a la contabilización de los efectos de la inflación (utilidad o pérdida) en la cuenta
depreciación acumulada flota y equipo fluvial."	SU	Suspendido	26/09/2016 00:00:00		PMUNOZAR		0	N	1	N		N			
01	01	1599	1599	1599999999999999	3	PROVISIONES			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	"Corresponde a los valores provisionados por la Universidad, con el objeto de cubrir la
desvalorización de maquinaria y equipo, equipo de oficina y equipo de computación y
comunicaciones."	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	159904	159904	159904	3	TERRENOS	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	IMPORTA	SU	Suspendido	01/08/2017 00:00:00		ERAIGOZA		0	N	1	N		N			
01	01	159916	159916	159916	3	CONTRUCCIONES Y EDIFICACIONES	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	IMPORTA	SU	Suspendido	26/09/2016 00:00:00		PMUNOZAR		0	N	1	N		N			
01	01	159920	159920	159920	3	PROVISIONES MAQUINARIA Y EQUIPO	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	"Corresponde a los valores provisionados por la Universidad, con el objeto de cubrir la
desvalorización de la maquinaria y equipo."	SU	Suspendido	01/08/2017 00:00:00		ERAIGOZA		0	N	1	N		N			
01	01	159924	159924	159924	3	PROVISIONES EQUIPO DE OFICINA	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	"Corresponde a los valores provisionados por la Universidad, con el objeto de cubrir la
desvalorización del equipo de oficina."	SU	Suspendido	01/08/2017 00:00:00		ERAIGOZA		0	N	1	N		N			
01	01	159928	159928	159928	3	PROVIS.  EQUIPO DE COMPUTACION Y COMUNICACION	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	"Corresponde a los valores provisionados por la Universidad, con el objeto de cubrir la
desvalorización del equipo de computación y comunicaciones."	SU	Suspendido	01/08/2017 00:00:00		ERAIGOZA		0	N	1	N		N			
01	01	159940	159940	159940	3	PROVISIONES FLOTA Y EQUIPO DE TRANSPORTE	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	IMPORTA	SU	Suspendido	01/08/2017 00:00:00		ERAIGOZA		0	N	1	N		N			
01	01	159944	159944	159944	3	PROVIS. FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N	1	IMPORTA	SU	Suspendido	26/09/2016 00:00:00		PMUNOZAR		0	N	1	N		N			
01	01	159995	159995	159995	3	PROVISION OTROS ACTIVOS	AN	DB	N	0		N	N	N	N		N	N	N	N	1	99	99	99	99	2	0	0	0	0	I	N			SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	16	16	1699999999999999	2	INTANGIBLES			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N		"Comprende el conjunto de bienes inmateriales, representados en derechos, privilegios o ventajas de
competencia que son valiosos porque contribuyen a un aumento en ingresos o utilidades por medio de
su empleo en la institución; estos derechos se compran "	AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	1610	1610	1610999999999999	3	MARCAS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N		"Incluye el costo de adquisición o de producción y registro de signos que, de acuerdo con las normas
legales, sirven para distinguir los productos o servicios de un ente económico de los de otro. Así
mismo, registra el costo de marcas catalogadas como co"	AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	161010	161010	1610109999999999	4	FORMADAS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	16101001	16101001	16101001	4	MARCAS EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		"Incluye el costo de adquisición o de producción y registro de signos que, de acuerdo con las normas
legales, sirven para distinguir los productos o servicios de un ente económico de los de otro. Así
mismo, registra el costo de marcas catalogadas como co"	SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	16101002	16101002	16101002	4	MARCAS TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		"- registran los valores por traslado de las marcas en proceso a Marcas Terminadas, una vez
conformadas."	SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	1615	1615	1615999999999999	3	PATENTES			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N		"Incluye el costo de adquisición o de creación y registro de las patentes, las cuales confieren a su
titular el derecho de explotar en forma exclusiva la invención por si mismo, a conceder una o más
licencias para su explotación y a percibir regalías o c"	AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	161510	161510	1615109999999999	4	FORMADAS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	16151001	16151001	16151001	4	PATENTES EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		Registran los valores por concepto de patentes en proceso.	SU	Suspendido	31/07/2017 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16151002	16151002	16151002	4	PATENTES TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		"Registran los valores por traslado de las patentes en proceso a Patentes Terminadas, una vez
conformadas."	SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	1625	1625	1625999999999999	3	DERECHOS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N		"Registra el valor apreciable en dinero que confiere el ente económico, derechos tales como la
exclusividad de producir y vender material de lectura, grabaciones y obras de arte al amparo de la
propiedad intelectual, al igual que aquellos importes incurr"	AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	162505	162505	1625059999999999	4	DERECHOS DE AUTOR			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	16250501	16250501	16250501	4	DERECHOS DE AUTOR EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		Registran los valores por concepto de derechos de autor en proceso.	SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	16250502	16250502	16250502	4	DERECHOS DE AUTOR TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N		"Registran los valores por traslado de las Derechos de Autor en Proceso a Derechos de Autor
Terminados, una vez conformadas."	SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	162595	162595	1625959999999999	4	OTROS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	03/09/2009 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	16259501	16259501	16259501	4	OTROS INTANG- DISEÑOS INDUSTRIALES EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N			SU	Suspendido	26/09/2016 00:00:00	Justificación	PMUNOZAR			N	1	N		N			
01	01	16259502	16259502	16259502	4	OTROS INTANG- DISEÑOS INDUSTRIALES TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N			SU	Suspendido	28/09/2015 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16259503	16259503	16259503	4	OTROS-SISLENGUAS	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	99	99	99	1	0	0	0	0	I	N		Corresponde al valor asignado para Sisleguas según valoración entregada por V&D Innovación Corporativa	AC	Activo	15/09/2014 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16259504	16259504	1625950499999999	5	SOFTWARE Y PROGRAMAS PARA COMPUTADOR			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	13/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	1625950401	1625950401	1625950401999999	6	SOFTWARE EN PROCESO			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	13/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	162595040101	162595040101	162595040101	6	SOFTWARE SUITE UNIVERSITARIA-EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N		Corresponde al Costo de la implementación de la Suite Estudiantl comprende valores como Salarios, Honorarios y demás erogaciones directamente relacionados con la implementación.	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N	34CA223673CE6E3BE05400144FF922D1	N000000034	SOFTWARE-SUITE UNIVERSITARIA
01	01	162595040102	162595040102	162595040102	6	SOFTWARE FUNDANET-EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N		Corresponde al Costo de la implementación de Fundanet comprende valores como Salarios, Honorarios y demás erogaciones directamente relacionados con la implementación.	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N	34CA223673CC6E3BE05400144FF922D1	N000000033	SOFTWARE- FUNDANET
01	01	1625950402	1625950402	1625950402999999	6	SOFTWARE TERMINADO			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	13/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	162595040201	162595040201	162595040201	6	SUITE UNIVERSITARIA-TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N		Corresponde al costo de las fases de la Suite Estudiantl cdebidamente implantadas y en producción y al valor de las licencias adicionales adquiridas para el correcto funcionamiento o implementación de la Licencia Principal	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	162595040202	162595040202	162595040202	6	FUNDANET-TERMINADO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N		Corresponde al costo de las licencias adicionales adquiridas para el correcto funcionamiento o implementación de la Licencia Principal correspondiente a FUNDANET	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	1625950403	1625950403	1625950403999999	6	PROGRAMAS INFORMATICOS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	14/09/2017 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	162595040301	162595040301	162595040301	6	CUENTA PUENTE COMPRA-ACT PROGRAMAS INF	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N			AC	Activo	14/09/2017 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	162595040302	162595040302	162595040302	6	PROGRAMAS INFORMÁTICOS - INTANGIBLES	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N			AC	Activo	14/09/2017 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	1635	1635	1635999999999999	3	LICENCIAS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	163501	163501	1635019999999999	4	LICENCIAS ADQUIRIDAS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	02/10/2007 00:00:00	Justificación	CMEJIA1			N	1	N		N			
01	01	16350101	16350101	16350101	4	LICENCIAS EN PROCESO	AC	DB	S	1		N	N	N	N		N	N	N	N	1	2	3	99	99	1	1	1	0	0	I	N			SU	Suspendido	08/09/2015 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	1635010101	1635010101	1635010101	4	SOFTWARE-SUITE UNIVERSITARIA	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N			SU	Suspendido	04/08/2016 00:00:00	Justificación	JESTRADC			N	1	N		N	34CA223673CE6E3BE05400144FF922D1	N000000034	SOFTWARE-SUITE UNIVERSITARIA
01	01	1635010102	1635010102	1635010102	4	SOFTWARE-FUNDANET	AC	DB	S	1		N	N	N	N		N	N	N	N	1	99	3	99	99	1	0	1	0	0	I	N		compra de  un software, aprobado por el Comité de Soluciones de TI y la parametrización del mismo, que permitirá “ INTEGRAR LA INFORMACIÓN DE LOS CURRÍCULOS VITAE DE LOS DOCENTES-INVESTIGADORES y los aspectos inherentes a ellos Responsable Felix Londoño	SU	Suspendido	04/08/2016 00:00:00	Justificación	JESTRADC			N	1	N		N	34CA223673CC6E3BE05400144FF922D1	N000000033	SOFTWARE- FUNDANET
01	01	16350102	16350102	16350102	4	LICENCIAS TERMINADAS	AC	DB	S	1		N	S	N	N		N	N	N	N	1	99	3	4	5	1	0	1	1	1	I	N			SU	Suspendido	13/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	1698	1698	1698999999999999	3	DEPRECIACIÓN Y/O AMORTIZACIÓN ACUMULADA			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	30/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	169830	169830	1698309999999999	4	DERECHOS			N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N			AC	Activo	30/06/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16983001	16983001	16983001	4	AMORTIZACIÓN-SUITE UNIVERSITARIA	AC	DB	N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N		"Registra el monto de las amortizaciones acumuladas de la Suite Universitaria la cual considera  la vida útil estimada del intangible, es decir, los períodos en los cuales producirá beneficios económicos 
"	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16983002	16983002	16983002	4	AMORTIZACIÓN FUNDANET	AC	DB	N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N		"Registra el monto de las amortizaciones acumuladas del software Fundanet la cual considera  la vida útil estimada del intangible, es decir, los períodos en los cuales producirá beneficios económicos 
"	AC	Activo	14/07/2016 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	16983003	16983003	16983003	4	AMORTIZACIÓN PROGRAMAS INFORMÁTICOS	AC	DB	N	0		N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	I	N			AC	Activo	25/09/2017 00:00:00	Justificación	JESTRADC			N	1	N		N			
01	01	17	17	1799999999999999	2	DIFERIDOS			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	"Comprende el conjunto de cuentas representadas en el valor de los gastos pagados por anticipado en
que incurre la Universidad en el desarrollo de su actividad, así como aquellos otros gastos comúnmente denominados cargos diferidos, que representan bienes"	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	1705	1705	1705999999999999	3	GASTOS PAGADOS POR ANTICIPADO			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por concepto de
seguros, mantenimiento de equipos, suscripciones y otros diferidos."	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	170505	170505	1705059999999999	4	INTERESES PAGADOS POR ANTICIPADO			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	IMPORTA	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	17050505	17050505	17050505	4	INTERESES BONOS EN CIRCULACION	AC	DB	S	1		N	S	N	N		N	N	N	N	1	99	3	99	5	1	0	1	0	1	I	N	1	IMPORTA	SU	Suspendido	27/05/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	17050510	17050510	17050510	4	INTERESES PRESTAMOS	AC	DB	S	1		N	S	N	N		N	N	N	N	1	99	3	4	5	1	0	1	1	1	I	N	1	IMPORTA	SU	Suspendido	27/05/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	170510	170510	170510	3	HONORARIOS PAGADOS POR ANTICIPADO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	99	5	1	1	1	0	1	I	N	1	IMPORTA	SU	Suspendido	27/06/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	170515	170515	170515	3	COMISIONES PAGADAS POR ANTICIPADO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	99	3	99	5	1	0	1	0	1	I	N	1	IMPORTA	SU	Suspendido	27/05/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	170520	170520	1705209999999999	4	SEGUROS PAGADOS POR ANTICIPADO			N			N	N	N	N		N	N	N	N	99	99	99	99	99	0	0	0	0	0	M	N	0	IMPORTA	AC	ACTIVO	28/03/2000 00:00:00		IMPORTA		0	N	1	N		N			
01	01	17052005	17052005	17052005	4	POLIZAS DE MANEJO	AC	DB	N	0		N	S	N	N		N	N	N	N	99	2	3	4	5	0	2	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de manejo."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052010	17052010	17052010	4	POLIZAS DE CUMPLIMIENTO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	1	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de cumplimiento."	AC	ACTIVO	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052015	17052015	17052015	4	POLIZAS DE CORRIENTE DEBIL	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	2	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de corriente débil."	SU	Suspendido	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052020	17052020	17052020	4	POLIZAS DE SEGURO DE VIDA COLECTIVO	AC	DB	S	2		N	S	N	N		N	N	N	N	1	2	3	4	5	1	1	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de vida colectiva."	AC	ACTIVO	17/12/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	17052025	17052025	17052025	4	POLIZAS DE INCENDIO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	2	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de incendio."	SU	Suspendido	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052030	17052030	17052030	4	POLIZAS CONTRA TERREMOTO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	2	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas contra terremoto."	SU	Suspendido	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052035	17052035	17052035	4	POLIZAS CONTRA SUSTRACCION Y HURTO	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	2	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas contra sustracción y hurto."	SU	Suspendido	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
01	01	17052040	17052040	17052040	4	POLIZAS DE EQUIPO DE TRANSPORTE	AC	DB	N	1		N	S	N	N		N	N	N	N	1	99	3	4	5	1	0	1	1	1	I	N	1	"Corresponde a los gastos pagados por anticipado en que incurre la Universidad, por la compra o
renovación de pólizas de equipos de transporte."	AC	Activo	18/11/2013 00:00:00		JESTRADC		0	N	1	N		N			
01	01	17052045	17052045	17052045	4	POLIZAS DE FLOTA Y EQUIPO FLUVIAL	AC	DB	S	1		N	S	N	N		N	N	N	N	1	2	3	4	5	1	2	1	1	1	I	N	1	IMPORTA	SU	Suspendido	20/09/2011 00:00:00		PCADMIN2		0	N	1	N		N			
